countryiso3code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,country,region,income
GNB,-3.9874234148364134,-0.36058842937818963,0.21302302589928265,-1.005856794132172,-0.2590300033761059,-0.25042219874271693,-0.16318503723705846,0.6797506641419409,0.286781954508391,0.15086566464843998,-0.5110875078796606,0.18547451340895516,0.17387274789859858,-0.15490507010457694,Guinea-Bissau,Sub-Saharan Africa ,Low income
GNQ,-0.6155991580466197,0.903631029510383,-1.1905824578877948,2.1992599930658736,0.16551273228850938,-1.2358062393339175,-1.1654104952938926,0.09428958429323508,-0.8429104747055409,-0.3440547053204837,0.5542485733422018,0.20197217332997855,0.18507363992945602,-0.08125670116855506,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income
GRC,1.9982017839814405,-1.2687624601265683,-0.7989208283302691,0.32006432536079077,0.5919791667146636,-0.6129314750524978,0.051758204883320384,-0.14843310188753622,0.3698237514557601,0.34803429054866253,-0.44886711547440955,0.05144282764101074,-0.2253686669914219,0.2232778767263337,Greece,Europe & Central Asia,High income
GRD,0.3421012532100917,-1.5427583380626448,0.6481352050010739,0.208286781913581,0.10551394034463639,-0.3164164836033588,0.5159389503410567,-1.087279415590601,-0.09575791692267017,-0.15970956628919183,-0.02397506331380426,0.011763063673233272,0.15724074698545268,-0.29783162771840654,Grenada,Latin America & Caribbean ,Upper middle income
GRL,1.377995885191828,0.4156195088393892,-0.21992638875565743,-0.6863543470091008,0.3255652769109234,0.8003265496056432,1.4884666912325981,1.2707870089557767,-0.37575823037279815,0.6324493376036124,-0.16410360794529244,1.4795214672365855,0.1142189809691333,0.8035567229507945,Greenland,Europe & Central Asia,High income
GTM,-1.1621277173981468,-0.48658288493197255,-0.6918241194459226,-0.8026961874780124,-0.5601083053244528,-0.8098953217066446,-0.7145149567979646,-0.1536437795095837,0.13252096355254997,-0.02632876858111436,0.30218565364744754,-0.3565595349608565,0.1833066818059747,0.33380710353029647,Guatemala,Latin America & Caribbean ,Upper middle income
GUY,-0.8426436847334071,3.0294676686828637,3.5084658997591873,-0.17419927757376233,3.40405382149097,0.9898723345515318,-1.6270317620747659,-1.7267864180735606,0.2082094173164128,0.8743053009127237,0.06582706870853798,0.15264533990344156,1.2298309325124186,0.2832565681128096,Guyana,Latin America & Caribbean ,High income
HKG,5.048459549222866,-3.393029500266987,0.8214101423371561,0.13478749727722278,-1.7126418444622529,0.12420861444228229,-0.5980447071833664,0.7671218435971455,0.17388032704650133,-0.38058930699490856,-0.10773369665548367,-0.2279489073777937,-0.19910695989317587,0.09560720417878892,"Hong Kong SAR, China",East Asia & Pacific,High income
HND,-0.8350850492434488,-0.5552319481181005,0.3983256902339037,0.4281449193131574,-0.07179623136215446,0.206750135106739,-0.038413482153892786,0.22364693529819474,0.36818972813787165,-0.13510241979643417,0.12388880100989272,-0.3755406190190727,-0.26271395897979877,0.4014718962610456,Honduras,Latin America & Caribbean ,Lower middle income
HRV,1.4017472758783407,-0.2182700469995229,0.14056235569214748,-0.05434360726055341,-0.02842673858760136,0.32840801711865925,0.290870944307644,-0.6170645537250514,-0.05844474163015907,0.0496086126448201,-0.23395524581396343,0.046054669851317814,0.04475938133874409,-0.14535564762488712,Croatia,Europe & Central Asia,High income
