countryiso3code,NY.GDP.PCAP.KD,NY.GDP.MKTP.KD.ZG,FP.CPI.TOTL.ZG,SL.UEM.TOTL.ZS,NE.GDI.TOTL.ZS,NE.EXP.GNFS.ZS,NE.IMP.GNFS.ZS,NV.AGR.TOTL.ZS,NV.IND.TOTL.ZS,NV.SRV.TOTL.ZS,SP.URB.TOTL.IN.ZS,SP.DYN.LE00.IN,IT.NET.USER.ZS,EN.GHG.CO2.PC.CE.AR5,country,region,income
LVA,16229.3844520245,-0.941606068823631,8.9380462331663,6.465,24.6916298440452,65.9896551482715,69.653334005995,3.93344279418518,20.1348662975065,63.8600315168596,68.3586316343061,75.4268292682927,92.18791291,3.66319656422698,Latvia,Europe & Central Asia,High income
MAC,59474.3964251614,75.3084184293413,0.476384495788075,2.206,15.2974689049317,92.4170435765852,53.4574236757415,,5.43429807775942,90.8612029225015,100.0,83.1804878048781,89.82640076,2.47569239835003,"Macao SAR, China",East Asia & Pacific,High income
MAR,3421.21704101563,3.65564411017931,6.09114152504141,8.896,28.9983598724931,42.4176033594569,50.7002810585209,11.1311743840061,25.3229740167851,53.7147502674415,62.673750838878,75.313,91.0,1.8573653487086,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
MDA,3760.7000642059,1.2000000493378,13.4170104381299,1.57,20.084591001224,35.1125857861262,58.882035362679,7.08454848490601,17.687867818777,61.5158191372832,43.0011825561523,71.198,76.50330353,3.33935095165033,Moldova,Europe & Central Asia,Upper middle income
MDG,445.834551910581,4.20304615840668,9.87432675044888,3.044,19.9083555489204,27.0030474850644,34.1299942035502,22.4047388943437,22.9390088108736,48.4583990467274,31.9799438860946,63.632,18.24080086,0.147269201638214,Madagascar,Sub-Saharan Africa ,Low income
MDV,11439.5364342871,4.94286301229583,2.92746542425035,4.019,33.0509347055178,74.0437692661116,75.3062069113229,5.08184565371649,9.64044739735597,70.7639209152849,41.5096832933973,81.041,84.55290222,3.41106552546227,Maldives,South Asia,Upper middle income
MEX,10259.1766616403,3.35354140652768,5.52796087314389,2.765,23.8945184286558,36.0693951643755,37.509466472149,3.83754974792513,32.6059323521063,57.5637379012085,79.4734935748046,75.069,81.18318755,3.66576524934041,Mexico,Latin America & Caribbean ,Upper middle income
MHL,5482.44553639985,-5.00791779654826,,,19.2966214781479,38.5738269806851,79.9197705616304,18.9385363020948,11.6835467367783,69.7185136873888,78.3593928884282,66.945,64.07589722,0.0025755273392227,Marshall Islands,East Asia & Pacific,Upper middle income
MKD,6423.99221393369,2.554965253403,9.36187249769015,13.174,29.6278058870411,67.3969980458635,80.3972554372264,6.2308866977397,24.0124323129383,56.9248687459104,62.2518322545779,75.3160975609756,88.5,4.38791431960329,North Macedonia,Europe & Central Asia,Upper middle income
MLI,892.360907760383,4.72541109080376,2.05880228274223,2.947,21.5452284920776,24.7499499048026,32.7833122774991,32.2126407432108,25.4644896482405,35.8983947013896,31.0031889023235,60.439,36.03879929,0.301946302024471,Mali,Sub-Saharan Africa ,Low income
MLT,33408.2005015872,10.6215185022616,5.09396758978883,3.479,19.838129805231,119.558228831642,101.503606640763,0.0533608475644054,11.088762805751,81.7289465869198,95.6272277147965,83.3560975609756,92.07266941,3.23421022637843,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income
MMR,1177.76649647177,0.958446625126115,,2.977,,,,22.7222309725462,37.5929250362669,39.6848439911869,30.3820718069466,66.889,,0.577107115225871,Myanmar,East Asia & Pacific,Lower middle income
MNE,8278.0284985113,6.47836283518564,8.58476910455403,13.146,25.4474865908397,49.229023063194,67.5776464751354,3.7692433716629,12.7498868945047,63.962450941937,65.4731667624849,77.5878048780488,88.5515976,,Montenegro,Europe & Central Asia,Upper middle income
MNG,4456.53627552726,7.4221127615025,10.347583131434,5.178,33.9003731595217,76.2571171270924,66.607129472089,9.92060281298024,39.5354090088486,41.0433684122384,70.4464492797852,72.1224390243902,83.74320221,7.79990491634218,Mongolia,East Asia & Pacific,Upper middle income
MOZ,610.433258850746,5.48149036541776,7.12697482131851,6.661,19.535274541865,45.6142812306282,60.4443321993941,25.3716008630861,21.5079878729437,41.1086180600705,35.7149783148407,63.611,19.94560051,0.318684376705804,Mozambique,Sub-Saharan Africa ,Low income
MRT,1634.89897144624,6.80949001978621,4.95305034506872,10.37,44.5439783104002,38.4070908149798,53.7583536996945,19.1616076506323,30.9364727932156,43.0208316833302,59.7142464747058,68.484,44.95629883,0.961166094335404,Mauritania,Sub-Saharan Africa ,Lower middle income
MUS,11348.4337725632,5.00791900868131,7.05298238454736,5.571,19.9232351140484,69.0411453509364,78.2802467779156,4.01265286259242,17.8391234046561,64.8658576788433,39.0039901092226,73.4121951219512,79.5,3.46174699494733,Mauritius,Sub-Saharan Africa ,Upper middle income
MWI,557.03523965791,1.94575281675984,28.7897428247298,5.009,14.4830771619003,11.2450363894528,31.1926320096439,28.869380408768,19.2940863985344,45.1244920082931,16.9748746665356,67.353,17.98810346,0.222924211075164,Malawi,Sub-Saharan Africa ,Low income
MYS,11445.3925275079,3.5370638041057,2.48886560125754,3.858,22.8017590224926,68.6789535653168,63.9145080762826,7.76530932127302,37.5648573322214,53.5466505609237,76.4434752105739,76.657,97.69272633,8.03895132928611,Malaysia,East Asia & Pacific,Upper middle income
NAM,3977.97779909619,4.44280600303956,5.87993463284275,19.154,28.0124983478241,43.6267689759435,67.1439449900398,7.67765766221879,30.1875010423548,53.2928482341831,49.9545837830821,67.385,63.69549942,1.21960315143456,Namibia,Sub-Saharan Africa ,Lower middle income
NER,557.572652727864,1.66763406484279,3.70097316425834,0.407,21.6844069972649,23.7067972001129,22.7687608629538,32.5058218469012,17.9994131440716,46.512254009267,17.7506873295237,61.183,12.98079967,0.120906578003627,Niger,Sub-Saharan Africa ,Low income
NGA,2280.91931156115,3.32684556421316,24.659550203114,3.074,,,,27.718291279131,19.1302382465391,51.7143247366227,62.1746763155343,54.462,40.06399918,0.552339272252252,Nigeria,Sub-Saharan Africa ,Lower middle income
NIC,2241.12235476653,4.42774384760374,8.38765854872536,4.698,22.1511227447242,45.8493717732877,59.1537258378154,15.3285746282408,27.201340643823,46.4982498786618,59.1250953674316,74.947,60.30120087,0.811432301333619,Nicaragua,Latin America & Caribbean ,Lower middle income
NLD,50960.7745021066,-0.598096167209832,3.83839354342808,3.535,20.0805040885297,87.4860612893795,77.5443681895531,1.75149243000648,18.1639849428596,70.0541740903295,95.3221682092129,81.8634146341464,97.00680272,6.87570596534106,Netherlands,Europe & Central Asia,High income
NOR,78775.7495154943,0.0721204806030329,5.51784987104659,3.574,24.2545661042046,47.9120990269837,32.4517466131432,2.08014844089816,39.0661168478106,49.9581990524857,83.0718560702166,83.0121951219512,99.00000258,7.53753758650308,Norway,Europe & Central Asia,High income
NPL,1136.42769313825,1.98254843628392,7.11587261530826,10.437,31.1493001529726,7.00596728087278,34.5641830124417,21.2987131119409,11.9717042539851,55.3711684726242,66.5432933453944,70.354,45.80680084,0.519690203752101,Nepal,South Asia,Lower middle income
NZL,42573.2308423434,1.39425181563566,5.73316283034957,3.734,23.8211315596966,23.7150117429638,26.6914199360875,,,,83.8898991461229,81.7585365853659,93.32610321,6.11076923076923,New Zealand,East Asia & Pacific,High income
OMN,17853.9645119949,1.41401395818599,0.950782997762827,3.176,26.6618980934734,61.5843427385221,44.8623882596847,2.41559850885954,55.3716024073653,45.3040383332988,79.5702973228932,80.031,95.25170135,18.9600910547646,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income
PAK,1610.33122837537,-0.414935997088406,30.7681280657005,5.237,13.9681470393061,10.4939587511564,17.9737337958273,23.426703596366,20.718694602313,50.9693352713894,38.8191861872791,67.649,,0.843982651709012,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
PAN,16877.1508423953,7.16632946099945,1.48641355277038,6.544,37.492889940595,45.6292440103821,42.719666518479,2.49627491186875,27.1584907122297,67.7573455294967,65.8601271176084,79.594,68.54851592,2.85705058290883,Panama,Latin America & Caribbean ,High income
PER,6568.0002779793,-0.403242151494268,6.45561348369586,4.899,19.1844089781649,27.1353058241207,23.6498783827457,7.24050399871129,33.9694851252743,51.2061169826914,84.7810255849745,77.74,79.48484477,1.92281618030482,Peru,Latin America & Caribbean ,Upper middle income
PHL,3744.69763802928,5.51894967862863,5.97802515541409,2.2,23.4061516163008,26.6368493470555,40.7831199703412,9.40036652870699,28.1976225091774,62.4020109621156,55.1242716168851,69.833,77.86699677,1.41396992471112,Philippines,East Asia & Pacific,Lower middle income
PLW,13128.1314312511,2.21599800170485,12.8199748216534,,35.6249678298297,26.2814362699381,80.4161540116556,3.04062521469754,10.0673824813859,74.7688539101668,79.1531991438847,69.269,82.91629791,78.8571106222147,Palau,East Asia & Pacific,High income
PNG,2515.29070398356,3.81088622906051,2.29869991296791,2.649,,,,16.9595908086069,36.2878065224517,42.0273807046412,15.0581017891206,66.134,18.56130028,0.529181246501922,Papua New Guinea,East Asia & Pacific,Lower middle income
POL,17410.3830137066,0.249610834017872,11.5289127961105,2.743,17.6684506133329,57.8812710195434,52.1436640222717,2.76537109467644,29.3903798055442,58.2011282257295,59.8859561370214,78.2585365853659,86.414744,7.64977784033642,Poland,Europe & Central Asia,High income
PRI,30012.9242468103,0.731492105366186,,5.725,14.2399370270239,53.6448077849649,48.0127431667123,0.705611740327775,47.3948264740161,51.5791209748235,94.1774359275881,81.69,,4.56646374046755,Puerto Rico (US),Latin America & Caribbean ,High income
PRT,22417.1615864385,3.09997909018263,4.31128191898672,6.498,20.4972768619235,47.1554769314882,45.9803767757157,2.13721069426312,18.7118937244236,66.2923756073157,61.2048652633664,82.3292682926829,85.79012676,3.53665954067309,Portugal,Europe & Central Asia,High income
PRY,6449.23028812969,4.9992279112746,4.63202285403356,5.794,20.1583849669205,42.0641902129227,40.3410205612346,11.5900739623011,32.8917641916625,48.1394663805307,69.3466081733694,73.844,78.09481878,1.1312441318464,Paraguay,Latin America & Caribbean ,Upper middle income
PSE,2888.76306072177,-4.55580428525744,5.87110177678988,,25.5974092190118,17.745505073426,61.7876612934855,5.7037522621709,15.5805444898279,58.5346175180273,86.8576870415886,65.17,86.63765334,,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
PYF,20664.9770259225,2.77284077155413,,11.613,22.6504245108896,24.0679217423403,47.6042820228867,,,,61.6967135028569,84.07,,3.30181631912578,French Polynesia,East Asia & Pacific,High income
QAT,65337.9507645329,1.53979117720789,3.02764899198902,0.13,,,,0.28697741980751,59.6406081898552,44.7463536800745,99.2835325193835,82.368,98.15229797,48.6426368357008,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income
ROU,12340.8170509969,2.25773416555121,10.3971874764996,5.589,26.2097285719548,39.2445975462886,44.1307348599346,3.32416909916798,27.0872143657574,60.9101722747782,52.1645747011867,76.4048780487805,89.20335498,3.68569180458046,Romania,Europe & Central Asia,High income
RUS,10562.0263671875,4.08252481259281,5.86571931748967,3.076,27.0076136288036,22.4927119538767,18.3416144566506,2.97223589780661,30.4081329218998,56.7354628143178,74.9805047873279,73.2546341463415,92.24496346,13.5462339145189,Russian Federation,Europe & Central Asia,High income
RWA,1004.33216650024,8.24990302014558,19.789546746467,12.352,23.5855215423605,25.0057307202908,39.9011734217134,26.612127488198,20.703253350416,45.7143367527107,28.8555310645477,67.785,28.80579948,0.163983285357073,Rwanda,Sub-Saharan Africa ,Low income
SAU,25634.8237547841,0.542592439393161,2.32708518362706,4.008,29.2016398479372,30.2425196271434,23.9264922012249,2.457692991125,47.6053309500947,44.7549856751834,84.2962388315415,78.732,100.0,18.8540744665469,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income
SDN,677.723205566406,-29.4332718325149,,,2.17279846218936,1.10810859308483,1.36562018959182,30.2756760074835,28.3364187360641,41.3879052564524,34.7960076976764,66.331,,0.433700830155536,Sudan,Sub-Saharan Africa ,Low income
SEN,1458.96642332589,4.2574308328029,5.93947798773215,2.784,41.928839419992,23.1048516643818,48.2881732483628,17.4112512141863,22.888647826957,49.5867335830147,54.6992276190794,68.683,59.18740082,0.758785485197598,Senegal,Sub-Saharan Africa ,Lower middle income
SGP,66167.3596303607,1.82140694115385,4.83372362825798,3.444,21.2437977714338,181.561322405378,144.131901648402,0.0288498020075513,22.1459950271664,72.6907302698223,100.0,83.0975609756098,94.28518987,9.48033745839563,Singapore,East Asia & Pacific,High income
SLB,1795.88798697142,2.84111851154807,5.88585897042164,1.443,21.2240408441806,36.2593066478577,64.8752251453121,30.5256379940952,21.4812056446758,47.9646258450637,30.0088821088389,70.528,28.67239952,0.374747657827139,Solomon Islands,East Asia & Pacific,Lower middle income
SLE,1113.86837500697,5.7100218981806,47.6428733253179,3.092,19.7051016386647,20.9636585202107,34.3231384246837,29.052620232572,26.0790881246429,42.1624443712256,44.809324991151,61.786,23.71360016,0.16670385905723,Sierra Leone,Sub-Saharan Africa ,Low income
SLV,4489.17787712717,3.5391566928735,4.04554694222477,2.992,20.6846824919049,31.3971431390261,50.3176292035728,4.4504125664546,23.184509690748,60.761908362808,74.6080675149903,72.099,62.61989975,1.46387486797945,El Salvador,Latin America & Caribbean ,Upper middle income
SMR,51323.7972635865,0.401934896977224,5.93190858629403,,16.5828775318379,185.992794436005,154.990600576481,0.0150932486085713,35.7653533988989,56.8955526525288,97.1317310361655,85.706,97.33640289,,San Marino,Europe & Central Asia,High income
SOM,464.721069525567,4.17524257571303,,18.96,23.6083226866216,21.9383099105676,81.1826975725497,,,,54.0714435506882,58.816,26.12010002,0.0462780008186892,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income
SRB,8208.4786891507,3.74793303561771,12.3719043552519,8.268,24.6160934874749,55.0746098125196,59.4174548307005,3.78653396097272,23.7759430141513,57.7862970567227,62.1434649229738,76.1414634146341,85.35746686,,Serbia,Europe & Central Asia,Upper middle income
STP,1380.60169416257,0.372252775001456,21.2589138473,9.032,,,,13.4785052658292,2.77409592691283,77.6368608044664,68.6043921103568,69.718,58.70130157,0.63065521438379,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income
SUR,7186.47308739957,2.41659223498058,51.5873159600861,7.699,,,,7.16164239184102,39.6663071788203,48.8318271145602,65.7562408447266,73.631,87.4,3.96892282544054,Suriname,Latin America & Caribbean ,Upper middle income
SVK,19383.3732009401,2.11263633214959,10.5319476645211,5.843,19.7276184665634,91.4935561325084,89.8973162239414,2.12570153523878,29.2081158245654,60.0252424547974,53.190805019646,78.119512195122,87.2131343,5.73978115774848,Slovak Republic,Europe & Central Asia,High income
SVN,25773.9015835069,2.3758326648385,7.44687717385838,3.652,22.510001872287,83.4382737313632,76.7213955695369,1.53197014432848,29.5848784281182,57.8684736464045,55.5378927789875,81.9292682926829,90.37794678,5.95087577654104,Slovenia,Europe & Central Asia,High income
SWE,53937.7967122429,-0.204061304891439,8.5486248974891,7.611,25.2626527566229,55.1958779701806,52.4238314737936,1.28228230721285,22.5872661861018,65.4646684204795,88.631216160938,83.309756097561,95.70327461,3.4800778844701,Sweden,Europe & Central Asia,High income
SWZ,3790.16576788091,3.53257662836211,,34.61,20.8277519082123,48.5010223337944,51.2235887477672,6.63100879033993,34.5064388032849,51.8939982654127,25.8081878500755,64.123,61.33330154,0.876387437363166,Eswatini,Sub-Saharan Africa ,Lower middle income
SYC,16242.4365925219,2.25925322283285,-1.03530088431952,,20.5743415497622,83.4083692100392,97.4188932916207,2.49645335614707,13.1590288680872,67.3232920627206,45.0971081321658,75.419512195122,86.001297,7.00909219941055,Seychelles,Sub-Saharan Africa ,High income
TCD,856.832488745342,3.98004368401293,10.8363568399843,1.059,19.3001907209327,29.121747948314,17.7733535611204,35.2160714364369,30.749163725071,30.3203225347429,26.3305395171046,55.069,12.03590012,0.150566300727613,Chad,Sub-Saharan Africa ,Low income
TGO,893.753030300995,6.19211576941919,5.48928568141131,1.942,,,,21.3050482413181,20.8440819907588,48.7706726912891,43.2496853032436,62.74,37.57020187,0.272055924027687,Togo,Sub-Saharan Africa ,Low income
THA,6408.41432577294,2.01775095328327,8.47805174421543,0.733,22.4605099910508,65.4445629404008,63.3795512119745,8.5627759867239,32.9804093286492,58.4568146846269,60.9341926574707,76.412,89.53525238,3.83577489383729,Thailand,East Asia & Pacific,Upper middle income
TJK,1407.1075436221,8.29999921651935,,7.037,31.6513056719952,17.1918374601415,48.4428635765939,22.8588621065173,33.6387708593471,34.7082666200741,26.1890127571429,71.79,54.41550064,0.897072214775281,Tajikistan,Europe & Central Asia,Lower middle income
TKM,7880.44528570939,6.30015758549871,,4.007,,21.6245210908525,12.4747527108732,11.291652725482,39.272199471256,49.436147803262,47.0678875054171,70.073,,12.8629910388274,Turkmenistan,Europe & Central Asia,Upper middle income
TLS,1279.21122757564,-18.135905003556,8.42035103310377,1.525,20.4884518790722,22.9230952988934,66.3815576168648,17.1798113250775,23.8680417124592,60.9992911764734,28.595471832952,67.689,,0.47995862126757,Timor-Leste,East Asia & Pacific,Lower middle income
TON,4680.29974543195,2.79014366862668,6.35112980255189,1.652,25.9304513697377,14.7440206946818,64.8798998077227,18.9589256874773,14.865250461644,49.9890087748987,21.147944541337,72.895,64.13140106,1.54688949013834,Tonga,East Asia & Pacific,Upper middle income
TTO,15922.7668349788,1.46645947294053,4.62930242419968,3.361,18.9857170569527,,,0.835855107201165,34.5053817954523,60.3331524538457,53.9536842104572,73.49,81.9681015,19.7069856893185,Trinidad and Tobago,Latin America & Caribbean ,High income
TUN,3967.33387634534,0.184015548469745,9.32899597507865,15.106,8.20796640437897,53.0393939110608,59.0894641022935,9.47367928951245,24.0937583898893,62.0931279377135,70.0266686486584,76.508,,2.55804077741188,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
TUR,14932.8851363122,5.04512369812289,53.8594087593315,9.388,34.5882765114043,31.9135926809724,33.7696157928943,6.38984597795627,28.1932800305474,54.3519824455967,89.0218446796121,77.156,85.96074155,5.23215412799609,Turkiye,Europe & Central Asia,Upper middle income
TZA,1092.86413574219,5.06952353203394,3.79923291384916,1.565,41.0023887360591,17.1954298762755,21.0166049300635,23.6871473778631,28.0339433523146,28.6974346292653,35.4748019434954,66.995,28.43190002,0.323839316591473,Tanzania,Sub-Saharan Africa ,Lower middle income
UGA,955.745797275462,5.33697295511469,5.35094804280395,2.754,22.8160132458418,11.6017089255499,21.739987404672,24.0895746897278,25.7532114394482,42.5125306078843,30.6059359395495,68.252,9.286999702,0.166813953979235,Uganda,Sub-Saharan Africa ,Low income
UKR,2164.26123046875,5.53473354963334,12.8490222828559,,18.0705046393604,28.300468273727,49.2091459198387,7.55194546256383,19.0867598647608,61.211871946742,69.4754455027606,73.422,81.58059692,3.22518031774765,Ukraine,Europe & Central Asia,Upper middle income
URY,18378.9833563662,0.742128785315927,5.86910359896119,8.355,17.5353424867451,28.1403012343037,24.7706858321593,6.09100939846272,16.7520259965349,65.6523687606962,95.5439605712891,78.138,90.92590332,2.41753370123087,Uruguay,Latin America & Caribbean ,High income
USA,65186.5977244157,2.88755600749487,4.11633838374488,3.638,21.8792709647143,11.1844126402687,14.1059171480679,,,,80.071561119178,78.3853658536585,93.52559662,13.7119419860139,United States,North America,High income
UZB,3725.67414578619,6.29141635082311,9.95659071258018,4.434,34.6156267803286,24.4247464665459,41.6803978374881,20.1676495950561,31.0244117605751,43.9528453580868,50.9964841114568,72.388,89.01361047,3.72011269845735,Uzbekistan,Europe & Central Asia,Lower middle income
VCT,9051.35208011007,5.32636472098717,4.56457719814894,18.348,,,,4.20063280645518,14.7472919199735,66.3856112523488,47.7169922340041,71.23,75.53679657,1.25835200300031,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income
VEN,1430.74575249312,4.00168591128376,,5.407,5.32602340018542,18.0669268537087,10.0276808835044,,,,89.249627620225,72.514,76.33190155,3.40591488864612,"Venezuela, RB",Latin America & Caribbean ,Not classified
VNM,3775.46375555802,5.06502391455075,3.25289282667662,1.645,31.6465959765628,86.4674192371297,78.3506520327642,11.8616711588794,37.5815697548824,42.2942279625883,38.1298904418945,74.588,78.08,3.89354026267807,Viet Nam,East Asia & Pacific,Lower middle income
WSM,4688.4631403154,15.2336106467304,7.92164684826777,4.92,36.0680830328679,26.208578449107,54.6319340744895,9.85408517045162,10.0793155346634,70.7373740209545,17.5012799804602,71.698,,1.53833372564766,Samoa,East Asia & Pacific,Upper middle income
XKX,5102.74914613981,4.06762701436438,4.94432438791283,,33.9456293075627,39.64047566608,70.3113759118221,7.22045547613922,26.3457033566293,46.5646522317818,49.1105579101515,78.033,,,Kosovo,Europe & Central Asia,Upper middle income
ZAF,5756.55049453121,0.80610455095804,6.0752438457966,32.098,15.3913174995668,33.2538127556816,32.4260632183892,2.53517112309848,24.5639655120651,62.7205686343674,63.5823705163545,66.139,78.33670044,6.75922774879049,South Africa,Sub-Saharan Africa ,Upper middle income
ZMB,1330.85998216751,5.36794285493059,10.884531691282,5.861,31.4450686240954,40.8461239686718,37.3957630764767,2.23012034259343,35.107778069402,56.8167642432298,45.0285853521585,66.349,16.45070076,0.548090097623693,Zambia,Sub-Saharan Africa ,Lower middle income
ZWE,1418.47184628799,5.3508687909833,,9.348,10.0230432587302,17.1170760050918,23.1741851996024,11.4948694011417,33.2555519083931,49.5634542472646,39.2919370795795,62.775,38.67480087,0.76899436270709,Zimbabwe,Sub-Saharan Africa ,Lower middle income
