countryiso3code,NY.GDP.PCAP.KD,NY.GDP.MKTP.KD.ZG,FP.CPI.TOTL.ZG,SL.UEM.TOTL.ZS,NE.GDI.TOTL.ZS,NE.EXP.GNFS.ZS,NE.IMP.GNFS.ZS,NV.AGR.TOTL.ZS,NV.IND.TOTL.ZS,NV.SRV.TOTL.ZS,SP.URB.TOTL.IN.ZS,SP.DYN.LE00.IN,IT.NET.USER.ZS,EN.GHG.CO2.PC.CE.AR5,country,region,income
BDI,264.843307950214,3.254768974261,26.9414835762453,0.911,,,,33.4272042033939,18.155774589029,43.6322546713513,23.5534768372276,63.651,7.172299862,0.0693599815916636,Burundi,Sub-Saharan Africa ,Low income
BEL,44866.1935177304,1.71412195515242,4.04901077613941,5.547,25.3195552348258,82.7431955739295,83.1037509277838,0.774565666013089,19.4660546903987,70.2566485434437,87.551492636772,82.4,94.62625074,7.27763098404696,Belgium,Europe & Central Asia,High income
BEN,1263.62158336368,6.3527773854442,2.73870078406074,1.641,34.5306621756362,20.003519091069,24.6596117269521,25.4019723667563,17.3021977561605,47.7222264116164,51.7457922964593,60.774,32.39400101,0.488426291085402,Benin,Sub-Saharan Africa ,Lower middle income
BFA,745.405334618409,3.00027415814125,0.742910428668917,3.601,20.4019181340469,28.9402085370677,34.1924766322622,19.00655933992,25.7539427182556,47.5753324078222,27.7872478365158,61.092,25.36120033,0.272029919860247,Burkina Faso,Sub-Saharan Africa ,Low income
BGD,1885.37733613545,5.77511237007889,9.8835030377921,3.352,30.9512000834944,13.1571638341204,17.8258075763392,11.0036900209598,34.5942721606063,51.1119129405073,32.1578465036834,74.672,44.50274195,0.693947563901367,Bangladesh,South Asia,Lower middle income
BGR,9787.26510772747,1.68151074972904,9.44284140088564,4.319,19.7877526320657,62.0049747441024,57.8945312124535,2.52244655399312,22.7029866666098,62.4320967681537,73.7322671584613,75.7560975609756,80.38956462,5.73490257494032,Bulgaria,Europe & Central Asia,High income
BHR,25342.6226641572,3.87811614845566,0.0746206782192255,1.049,29.168098874443,87.351143952571,70.0967107297264,0.251492806718451,43.4381277604186,51.944952554339,100.0,81.284,100.0,24.5323732339754,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income
BHS,33009.645615121,3.04824180553773,3.05291578969742,8.645,22.8631485204272,37.8114502367185,38.7380249225672,0.454447231080524,9.77716369922666,78.5584724286734,81.3213799173676,74.552,92.38729858,3.52944121770479,"Bahamas, The",Latin America & Caribbean ,High income
BIH,6493.32400514463,1.99439414850893,6.1059011284828,10.668,27.0433997525874,43.9317394171743,55.70129237827,4.65322230628352,23.721885700131,55.9111157268349,51.5657239834305,77.85,83.3771539,6.53950474604507,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income
BLR,6497.78450683592,4.12654007153881,5.00059903091312,3.461,24.7116791837371,66.0267285714941,65.5579463134666,7.2485995714987,31.6950575540559,48.8055640939767,78.8146420666327,74.1837804878049,91.51249979,5.86387585149229,Belarus,Europe & Central Asia,Upper middle income
BLZ,6165.69414825936,0.500127941638667,4.38984017487674,8.278,18.9112096493515,54.9308418513115,51.4696639994596,8.13711634166406,14.4095485383145,62.1308414974872,41.9459437504976,73.566,70.18720245,0.913632980301917,Belize,Latin America & Caribbean ,Upper middle income
BMU,115124.71719745,4.91721557264164,,,11.1992411450802,50.231290829656,23.3596278086106,0.192522835933524,4.63917441657433,91.4561682722087,100.0,82.309,,3.99239543726236,Bermuda,North America,High income
BOL,3122.77049447823,2.51636590154891,2.57688800489192,3.024,18.9835359683279,22.4028095381649,27.2055160212948,9.31098009756551,29.7722060416097,53.7978016916653,70.9151414044538,68.581,77.30039978,1.99475521348588,Bolivia,Latin America & Caribbean ,Lower middle income
BRA,9288.02594608687,3.24165532813583,4.59356282283203,7.947,15.7606472061782,17.9693243032658,15.6969055268626,6.02306023514157,22.1441739229749,59.1789358564203,87.6159710235763,75.848,84.15060238,2.27447826989363,Brazil,Latin America & Caribbean ,Upper middle income
BRB,21068.2610447067,2.914357359625,3.18718905472631,6.54,,,,1.65230332606514,12.2874052538677,75.4999480843111,59.4235740235775,76.178,69.67510223,2.44602176130568,Barbados,Latin America & Caribbean ,High income
BRN,28645.9645396284,1.12764418162719,0.35706431153689,5.296,29.6282073672206,76.7032024805205,60.1602321699593,1.17312222164113,61.7411860091314,38.8386100018623,74.8199193881365,75.327,98.97039795,21.14308997296,Brunei Darussalam,East Asia & Pacific,High income
BTN,3480.51388574877,4.63215704523927,4.22934419929251,3.126,45.2657365019991,28.3881079027315,53.348519966123,14.9931086936318,29.4044714570934,52.7907800936768,41.7352457989939,72.975,90.02140045,1.98465128404026,Bhutan,South Asia,Lower middle income
BWA,7269.05170664457,3.20806812224438,5.06761549343829,23.381,30.2958784873742,32.2498582865187,36.553499549563,1.66461568857115,34.0710602022733,59.1937353860275,67.0212655349864,69.163,,2.7096930785842,Botswana,Sub-Saharan Africa ,Upper middle income
CAF,397.467795750451,0.69996840076054,2.97913852618936,6.181,23.7477562200269,14.4408262093734,29.0397439989846,28.6110555239693,20.7068173193684,40.5107724497781,43.6983692134165,57.408,13.8416996,0.0645327701288385,Central African Republic,Sub-Saharan Africa ,Low income
CAN,45048.2842408265,1.52874550838358,3.87900159788425,5.415,23.8949011694691,33.3498760996793,33.2824552373876,,,,82.5250564408346,81.6263414634146,94.14530182,14.1478944295361,Canada,North America,High income
CHE,90077.4460280731,0.683328174376044,2.13540088016386,4.043,25.9871467150257,73.3331587674762,61.9868434816136,0.624912461460987,24.6708306418124,72.163278047058,85.1854212679815,84.1560975609756,97.34436623,3.78746475067225,Switzerland,Europe & Central Asia,High income
CHL,14280.3475638842,0.521367977246825,7.58168251407962,9.013,23.3620550113744,30.8110620735322,29.9136616139086,3.49022733362425,28.8030257311404,57.6027444991353,88.8158617217972,81.167,94.45742345,3.91719041336885,Chile,Latin America & Caribbean ,High income
CHN,12484.1578844175,5.41484330099675,0.23483682889305,4.67,41.1297102455381,19.102471716101,17.0027206530128,6.88951941080068,36.7725030223561,56.3379775668432,65.5301448035523,77.953,90.6,9.23027553501428,China,East Asia & Pacific,Upper middle income
CIV,2315.38147441648,6.60000045223954,4.36972254867474,2.263,24.5444478808032,22.4353390507141,26.3816648596191,15.9442578438607,23.9006374307143,52.2715206592214,53.4075201638704,61.944,40.65284979,0.575152377678325,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income
CMR,1468.17837007337,3.34756290750219,7.38281384280983,3.607,19.2850918964923,16.8527562193087,21.0375759049491,17.0996372773511,25.1308706019034,50.8743844860078,55.1286878511388,63.7,42.24380112,0.364184752751828,Cameroon,Sub-Saharan Africa ,Lower middle income
COD,539.45912637913,8.5334898318451,,4.469,34.0781273164972,42.0539835211192,44.6860746587097,10.3773951595278,39.5009688150508,45.9224027196,44.3754734892194,61.895,18.96789932,0.0580434409082674,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income
COG,1677.08549205924,1.90686426346754,4.30174563591016,19.919,25.2109559920067,56.8959278033859,39.314466600576,8.95211587630601,45.2236339577947,40.4265379027812,63.6626757615625,65.772,43.15039825,1.27244805620677,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income
COL,6828.59753791113,0.712380031974334,11.7359044948689,9.591,16.4396849097732,17.8316784070298,22.5564540863658,8.80792294653033,24.6925648854384,56.7402222191369,78.275571579544,77.725,77.33686322,1.77360964835025,Colombia,Latin America & Caribbean ,Upper middle income
COM,1382.51308503106,2.99521564038136,8.37373955490995,3.833,13.0144879484644,10.354880611033,35.3288983085942,35.9427703872294,9.52779062082263,50.5781728477271,33.1502180946901,66.777,31.92749977,0.515412394592109,Comoros,Sub-Saharan Africa ,Lower middle income
CPV,4168.67748407593,4.7947613911073,3.72437535861454,11.882,21.7251071461541,39.2805048495495,55.7519894851197,4.85483833304009,10.9776694022766,68.8870203755182,75.9064245753376,76.059,74.59919739,1.24595323654924,Cabo Verde,Sub-Saharan Africa ,Upper middle income
CRI,14318.8389652137,5.11192183224598,0.525193508693455,8.325,15.2565937229937,38.9156320351491,33.5563670450278,3.80047657288839,20.459253835237,67.9930784438128,78.8819393641702,80.799,85.39514799,1.58608566210135,Costa Rica,Latin America & Caribbean ,High income
CUB,7433.42885399674,-1.92937123169681,,1.73,21.4185705757855,45.6267674849104,74.9071109422767,1.40578740133741,24.497265486032,73.2022454972474,77.1259872296321,78.085,69.55580139,1.81740702369189,Cuba,Latin America & Caribbean ,Upper middle income
CYP,31884.84375,3.61945644636856,3.54134188751663,5.835,21.4725198606437,96.3899953620863,94.350793046243,1.15495918435607,11.3336799309353,76.2218713773525,66.6739477522639,81.648,91.22110357,5.35563459868429,Cyprus,Europe & Central Asia,High income
CZE,20272.5874017334,0.0475803308973752,10.6612601372427,2.579,28.2189210871769,68.4031069284452,63.489491367431,2.14121915412639,30.0237282227463,59.6975973460946,72.7352388396817,79.8268292682927,85.99404818,7.88005974203708,Czechia,Europe & Central Asia,High income
DEU,44368.9920074881,-0.869647578573321,5.94643667725823,3.071,21.994283425489,42.9672624196847,38.9952859590786,0.929156663056282,26.7958505063624,63.6154489715143,81.9034366692129,81.0414634146342,92.4763763,7.07982839106762,Germany,Europe & Central Asia,High income
DJI,3117.8155381531,6.80733529403308,1.44905087029085,26.074,-3.7352612180732,150.741322598259,135.160721202385,2.50202235262172,14.432376023443,77.1152748633996,72.8408245988921,65.987,64.75869751,0.763263436905869,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
DMA,8946.98822588042,3.65221012208734,5.08677483158111,,,,,12.1097217072814,12.7501207770175,58.3190086172998,73.1105011438027,71.132,81.33650208,1.22387610885581,Dominica,Latin America & Caribbean ,Upper middle income
DNK,59026.9843650999,0.604587766175584,3.30517811237605,5.094,23.6446197797629,69.3143620591443,60.3109753721333,1.03787056976317,23.6155835404278,63.9079515293954,88.552638542867,81.7536585365854,98.77559197,4.4073670007762,Denmark,Europe & Central Asia,High income
DOM,8809.96335385949,2.19229848237939,4.78561281021135,5.555,27.8145628515185,21.3233165320401,28.5202966444017,4.29425303998525,29.3086832346831,59.5911487632596,72.3577991823338,73.72,86.12689972,2.89366632939923,Dominican Republic,Latin America & Caribbean ,Upper middle income
DZA,4660.40545687895,4.10000000005964,9.32217375928322,11.645,37.6168765143841,23.7900604738163,19.9497379768844,13.3692450434856,37.5476547378243,45.5476795606292,74.732808364138,76.261,76.19760132,4.12827519079225,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
ECU,6174.81822806637,1.98823813984235,2.21568764237058,3.51,20.650593270293,28.5659295875425,28.4318239773666,7.99547363333803,27.5754259552504,58.6215899574019,63.1307729554263,77.392,72.6943146,2.60232947756693,Ecuador,Latin America & Caribbean ,Upper middle income
EGY,4111.3118478995,3.76028052279247,33.8847763115546,6.753,16.4907339937373,19.1060913405676,21.3443094314355,10.6003111645036,32.7344752545444,51.6487720818481,42.7098115041919,71.633,74.01190186,2.40830000255291,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
ESP,28558.6319817501,2.46085796805582,3.53236133492432,12.179,21.1209265029601,37.8166476493913,33.9809889561819,2.6062235563618,19.9575232630573,68.6891967410021,80.128491001856,83.9341463414634,95.44564516,4.57046216901007,Spain,Europe & Central Asia,High income
EST,20126.3730486957,-2.74421914571231,9.15922507983982,6.378,25.2415123920517,77.7746597010983,76.8179574100507,1.71558125919165,21.3455594501819,65.135665233461,70.6770085523126,78.7926829268293,93.18342241,8.37350742837627,Estonia,Europe & Central Asia,High income
ETH,842.44660489404,6.59424599357075,30.2188278135278,3.375,22.1694039604718,6.59591829014293,14.0022832171223,35.7864807848152,24.483682223713,36.9795925805402,23.0586471557617,67.315,20.33749962,0.147767891652244,Ethiopia,Sub-Saharan Africa ,Not classified
FIN,45357.0296547377,-0.939093459613758,6.25064322154762,7.149,22.9633348970856,42.7930569401278,42.7703336656307,2.33793174221545,23.4698440157157,61.7735882249458,74.0062548602828,81.5853658536585,93.51385075,5.88954587564164,Finland,Europe & Central Asia,High income
FJI,5761.5694863591,9.44245856738313,2.97544080604538,5.316,,,,12.8245910153207,17.2796027005972,56.2280901064659,58.6069049738768,67.316,74.1160965,1.55581645737411,Fiji,East Asia & Pacific,Upper middle income
FRA,39319.4152227295,1.43921494437743,4.8783572650844,7.335,22.9278749312543,34.4562568778842,36.1698881831383,1.48475796304424,18.1109847493837,70.2119038407892,78.7804323126547,82.8317073170732,86.83635789,4.15598361008436,France,Europe & Central Asia,High income
FRO,59050.1954015578,3.15873872329266,,,31.3788787867634,57.1947583465234,56.1416424338352,17.7553649648471,19.8281002687084,51.6383848050944,39.1975270123645,82.9521195121951,,0.0385930091520565,Faroe Islands,Europe & Central Asia,High income
FSM,2923.05174793291,0.453118220707168,,,,27.6349844405977,70.2200424310269,23.4116566176501,5.05851594697164,69.6296730871947,22.4334012451903,67.198,39.39889908,0.0017757258279321,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income
GAB,6541.2536861807,2.43893665064327,3.62901534185376,20.161,18.0760661101408,63.728277780069,27.7503755386229,6.66942563555326,53.8697961936404,37.8093779849522,91.6375962797313,68.337,68.19789886,2.06073835645602,Gabon,Sub-Saharan Africa ,Upper middle income
GBR,47934.9375098983,0.271650048355255,6.79396706793963,4.025,18.4594014019513,31.9122697629938,33.0801144117865,0.648180849687737,17.6714033030008,72.4231913505155,83.1601932891335,81.2380975609756,95.44719696,4.44995911931321,United Kingdom,Europe & Central Asia,High income
GEO,6180.6206023429,7.83220126555726,2.48776056578715,11.549,24.9987945206376,49.2670598313658,57.8841193302132,6.01579508133932,18.8799548618776,62.0559151852007,60.7523077799724,74.496,81.88425624,3.64859696572424,Georgia,Europe & Central Asia,Upper middle income
GHA,2091.8133564595,3.14009099763754,38.1069656296501,2.829,10.1167734490213,31.7708164934404,32.6170450347243,20.9430687797207,29.4666223817331,43.1127691349534,57.8074737774654,65.498,70.67430115,0.687364126711107,Ghana,Sub-Saharan Africa ,Lower middle income
GIN,1016.88094800324,5.54172668627702,7.80497591927973,5.141,23.4269896966463,44.1320630492989,51.6974637089281,29.4714397653024,25.7306393241004,37.2149809110336,37.6454083954705,60.74,32.31560135,0.348923061715176,Guinea,Sub-Saharan Africa ,Lower middle income
GMB,735.612383709511,5.9167957146697,16.9742129632327,6.479,27.4459749812404,7.05322371368282,32.9087936094866,22.0375866633394,16.4224206331674,55.0253325907685,63.8020182456108,65.86,48.72829819,0.17562165357906,"Gambia, The",Sub-Saharan Africa ,Low income
GNB,779.085789155531,5.82749502627256,7.10220928557059,2.632,25.1622734938869,13.2079874141218,27.2665578750392,38.509293374487,15.0852922451244,42.1439231393491,45.5923843383789,64.085,28.71240044,0.152925294159443,Guinea-Bissau,Sub-Saharan Africa ,Low income
GNQ,5118.21986148331,-5.08930872071532,2.85949506037322,8.218,9.3599926039255,36.6023261927194,24.8409553263226,3.09341045540385,46.5038081676499,50.3746976135157,71.1290664883517,63.707,63.51950073,2.57914675064098,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income
GRC,21050.8648111581,2.13591131996631,3.46480128513405,11.023,16.1682825755533,43.8388384656123,48.6322498290894,3.74222017907683,14.8477611524462,68.6654116276677,78.7746303842088,81.7365853658537,85.0102229,4.92324127436463,Greece,Europe & Central Asia,High income
GRD,9817.86383583917,4.52657497450693,2.69612269814564,,,,,3.10780887557402,14.783570238864,65.0688822807227,36.462128238584,75.205,69.4131012,1.45113212220599,Grenada,Latin America & Caribbean ,Upper middle income
GRL,49929.7755428605,0.865961986998158,,,35.9956193360065,40.7986421686905,51.0914572688916,16.5579499888738,18.4467840952227,60.9876564756598,88.0631147749908,70.9724390243902,,10.2857645300273,Greenland,Europe & Central Asia,High income
GTM,4470.70728455461,3.5331575177533,6.20657592272126,2.344,16.4754437049976,16.6062377966274,31.6908329501082,9.68670752459035,22.3064386213323,61.4031875103546,55.6082319565539,72.602,56.72669983,1.11051475329048,Guatemala,Latin America & Caribbean ,Upper middle income
GUY,23101.3538282741,33.795011115873,2.82110335099641,11.917,,,,9.74362070901044,69.3012460921421,18.7671863536525,26.4651457279878,70.18,79.3553009,4.52651590785052,Guyana,Latin America & Caribbean ,High income
HKG,43550.6298747786,3.2238599613664,2.09660511249089,2.949,16.1396966154143,176.797005304001,176.210494843481,0.0379096657245673,6.277451826904,91.3704729624644,100.0,85.2473170731707,95.97781908,4.52746115364711,"Hong Kong SAR, China",East Asia & Pacific,High income
HND,2527.27366333188,3.57584760454412,6.66325180347457,6.07,22.1864309601857,37.3686804713719,61.4232993622646,11.9787948406632,25.824819269639,57.571815931058,58.3132392705102,72.884,58.0685997,1.11312971877201,Honduras,Latin America & Caribbean ,Lower middle income
HRV,17225.154484029,3.76164540703459,7.9412817758683,6.121,24.665931641659,52.5676679699973,54.7106460383067,2.68395350714236,21.1543842881963,59.8263852879851,57.2431560672198,78.4731707317073,83.24117599,4.83573016043274,Croatia,Europe & Central Asia,High income
HTI,1219.11871645847,-1.86388420254838,36.8135162780854,14.459,13.8536836673602,5.27068998656754,25.5147337129684,17.4571299152426,31.9840013125009,47.5486447484926,54.4496819335618,64.936,47.99269867,0.290485897277037,Haiti,Latin America & Caribbean ,Lower middle income
HUN,16375.0462724192,-0.817107370513455,17.1249659678737,4.096,26.0318946328214,81.23463230178,77.1511151656892,2.92332182995561,25.3398219332592,58.2753662016599,70.2923026891431,76.5707317073171,91.4500713,4.48048025757632,Hungary,Europe & Central Asia,High income
IDN,4192.65167890692,5.04902331835997,3.66938654859761,3.308,30.3425864737035,21.7538472039177,19.5824396668474,12.5294214769584,40.2156823106794,42.8793517397051,58.1179353397878,71.146,69.20836554,2.74747187282401,Indonesia,East Asia & Pacific,Upper middle income
IND,2270.9051808027,9.19075493028345,5.64914318907925,4.172,33.3623103638844,21.4486977833541,23.544144504402,16.1931893571591,25.302936496264,49.5071878364149,35.0676918424186,72.003,60.25230026,2.09622858892568,India,South Asia,Lower middle income
IRL,93541.9643678381,-2.53637409313261,6.29942487419125,4.243,26.6582803909323,136.52636667411,103.123260911001,0.846910710164401,34.0037014019007,60.2983373398224,64.1152082461268,82.8073170731707,96.8660965,6.1870780177041,Ireland,Europe & Central Asia,High income
IRN,5687.84396330117,5.33235117216407,44.5791857572797,8.129,43.772806898094,23.9216475542357,25.4719025417845,10.750872506583,38.77615836267,47.6289165729509,76.6759567260742,77.654,83.71050262,9.00722487961339,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
IRQ,4337.08705324182,0.517705525131191,4.35835351089586,15.239,24.0865197018349,39.6312322400043,29.8300885590124,3.10603121448412,53.9604851597879,43.6679408901657,69.868278503418,72.324,81.80889893,5.16873911194444,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
ISL,60019.4084189868,5.18615760140189,8.73630299937298,3.518,25.1512117728756,44.1458930228565,43.2590488893482,4.18531065954127,20.0165908882214,65.3769109593883,94.1518261784801,82.4560975609756,97.94860077,8.34925829026897,Iceland,Europe & Central Asia,High income
ISR,42011.6213954855,1.82652049482384,4.22522603168918,3.371,26.1101982037385,30.4105026275679,27.5798180861304,1.28614593929466,18.5022962917969,72.1468413146559,91.5089569794505,83.1951219512195,87.03842615,6.14077571327038,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income
ITA,34239.6554751239,0.975694840127005,5.62219442195901,7.627,23.0784564391973,33.3315893476608,31.7755885286565,1.85975769551569,23.6677353518388,64.3071085027142,69.5381540123301,83.3512195121951,87.0278292,5.1591446091273,Italy,Europe & Central Asia,High income
JAM,6127.90771263434,2.74634433906714,6.47413734662063,3.022,,,,7.78255651221101,16.7222660185948,59.8829097334048,58.4510149367429,71.479,89.47304282,2.7128452636924,Jamaica,Latin America & Caribbean ,Upper middle income
JOR,3958.23043952182,2.88408339281683,2.08486986327134,16.62,,43.5168833945194,56.8309853575149,4.81197818811884,24.7963140068339,60.7775742112037,92.682236868336,77.814,92.53443944,2.10161310922351,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
JPN,36952.5150709861,1.47503481053384,3.26813365933163,2.6,26.1821637488649,21.8515912402593,23.2992883238654,0.937452748505902,28.6021835997719,69.7727958101915,92.0826903891473,84.0412195121951,85.00990295,8.05063579850566,Japan,East Asia & Pacific,High income
KAZ,11453.3952725363,5.09999999973641,14.5275597825952,4.835,28.157135537565,34.650577449538,27.6837063179642,3.82500311361663,32.4284843310401,56.3444686710489,61.7560919499181,74.402,92.87846096,12.5643331681924,Kazakhstan,Europe & Central Asia,Upper middle income
KEN,1811.21651838425,5.71999241214208,7.67139634029402,5.409,16.5707504717762,16.890666978856,24.2204234378835,21.4522060902205,17.1222148239844,55.4743471461612,31.6330340816429,63.646,32.07040024,0.3843202596187,Kenya,Sub-Saharan Africa ,Lower middle income
KGZ,1298.25724482211,9.0132928339342,10.7532770416742,3.498,34.4590059457311,36.8882232535821,95.485180658754,9.49216108207808,23.5839337797005,51.299348443838,34.706439175362,72.2487804878049,91.04440308,1.44095214620233,Kyrgyz Republic,Europe & Central Asia,Lower middle income
KHM,2085.05748462122,5.00733043811898,2.12746796594194,0.256,33.2944796211269,66.8926660552171,67.3141763407136,17.0784472455351,40.5173741615592,36.1518032053909,40.6290788072508,70.668,68.92549896,1.08564797278218,Cambodia,East Asia & Pacific,Lower middle income
KIR,1968.80973802094,2.65201087489879,9.28307374517721,,25.8459739509243,5.92015763569494,101.683620874243,27.1870061420609,11.4550652843384,67.1060228718493,61.5244676194408,66.473,88.0,0.573455066777333,Kiribati,East Asia & Pacific,Lower middle income
KNA,21664.0333984701,3.02127526129283,3.55711230848243,,,,,1.3967146856778,21.3250720986857,65.4747286212486,31.7007809622822,72.145,76.58950043,2.7909662517644,St. Kitts and Nevis,Latin America & Caribbean ,High income
KOR,36347.7036392553,1.58301467403629,3.5974562502901,2.675,31.8912200894147,41.3214807367697,40.9365283348931,1.44773871445502,32.5234690063974,58.8846232184384,81.1645551720421,83.4292682926829,97.41597478,11.4162657281001,"Korea, Rep.",East Asia & Pacific,High income
KWT,24716.196765637,-1.6672059801285,3.64216403030709,2.08,17.7221661206743,57.7301505140508,38.3496376441492,0.468735596188185,60.2941364651985,52.0739013795774,100.0,83.1878048780488,99.74731125,22.6972114508944,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income
LAO,2648.88726608035,3.74568140158232,31.2301341732646,1.186,,,,16.1390568351887,30.5335808308347,43.9974165114598,38.8070088517156,68.964,64.39800262,3.35860711157858,Lao PDR,East Asia & Pacific,Lower middle income
LBN,5834.63415739394,-0.760584470257314,221.341644023365,10.985,1.89754409912655,30.5514119674735,73.6549981017088,0.966455367369224,2.0863020184691,42.3804623372256,90.4524074197598,77.817,81.7059021,1.87387427333851,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
LBR,653.329188343162,4.68375688761311,10.0944535665552,2.905,,,,34.5650022779043,23.3467448747153,40.4903758542141,54.997863482224,62.163,31.22410011,0.152830013156671,Liberia,Sub-Saharan Africa ,Low income
LBY,7630.49664928174,10.2000497852517,2.37317531435169,18.713,16.880425672487,87.1799248702218,72.2539004719207,1.7692779613025,78.8995280792827,23.9767815007079,87.8647197919848,69.339,82.10469818,8.65140297405067,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
LCA,11440.0829538276,2.20988276526516,4.07060821926204,12.094,,,,1.12520860480534,9.68490196526682,76.2502190826723,29.0976313248036,72.697,67.44390106,1.65658030510082,St. Lucia,Latin America & Caribbean ,Upper middle income
LKA,3964.91987394354,-2.3298481898334,16.5411742279832,4.528,24.5850342832275,20.689136230194,22.8470940659011,8.12391264498649,25.7826769471156,59.8415064855768,20.1455348442463,77.483,51.2,0.979275763488678,Sri Lanka,South Asia,Lower middle income
LSO,974.382478149793,1.82662476743647,6.34221743124953,16.348,27.2206687179899,42.9229806904018,98.5907752068479,6.63922934834694,28.7322628790645,50.5669605687668,42.6781596804785,57.375,48.98590088,0.428947441284169,Lesotho,Sub-Saharan Africa ,Lower middle income
LTU,18685.5523679178,0.342262716277261,9.11731962390475,6.841,21.9341715222081,76.4728581033646,72.5690509112436,2.71539099968174,24.2370942924201,63.0899070350123,68.575454583199,77.290243902439,88.50287484,4.51994281903548,Lithuania,Europe & Central Asia,High income
LUX,105422.829667869,0.0994399943552651,3.74140361983136,5.184,16.4259109763361,217.379822583978,185.187145613366,0.187252170632403,9.28622097638849,81.8147238273129,94.8015300320787,83.309756097561,99.34785707,10.4160977146887,Luxembourg,Europe & Central Asia,High income
