countryiso3code,NY.GDP.PCAP.KD,NY.GDP.MKTP.KD.ZG,FP.CPI.TOTL.ZG,SL.UEM.TOTL.ZS,NE.GDI.TOTL.ZS,NE.EXP.GNFS.ZS,NE.IMP.GNFS.ZS,NV.AGR.TOTL.ZS,NV.IND.TOTL.ZS,NV.SRV.TOTL.ZS,SP.URB.TOTL.IN.ZS,SP.DYN.LE00.IN,IT.NET.USER.ZS,EN.GHG.CO2.PC.CE.AR5,country,region,income
KNA,16000.5658929826,9.73282070298016,3.37781903988238,,,,,1.66096991437951,22.2498223290128,68.8226335916613,31.9804975781124,71.151,34.0,1.30930077309042,St. Kitts and Nevis,Latin America & Caribbean ,High income
KOR,22123.7613066851,4.35823667337156,2.75379162735039,3.482,32.7143604319037,34.1271966602876,32.0423181639821,2.50593990708172,34.0824608322854,54.4153166953969,81.3901352283669,78.1682926829268,73.5,10.7084009751588,"Korea, Rep.",East Asia & Pacific,High income
KWT,40451.2551656974,10.6090449840228,4.14297583631023,1.455,16.4267670345693,63.9760608989031,28.2666191953614,0.301358018412085,,,100.0,76.8007804878049,25.92609978,34.5288422505843,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income
LAO,1148.68153852071,7.10756836811267,7.16541759946639,1.35,34.0580868030095,28.9637357220067,42.8289105517785,28.2951353434837,23.2287895606829,43.3904134909633,27.3224977292697,60.688,0.850399971,0.221926040668041,Lao PDR,East Asia & Pacific,Lower middle income
LBN,6707.18024635316,2.68577931016345,,8.249,22.9660109644112,36.6235387082596,56.1391175643253,3.57963505822563,14.7600382336009,71.1421422568266,86.7665156672703,76.074,10.14000034,3.54858446679178,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
LBR,539.665378841936,5.28121245309295,10.8343588481414,2.413,,,,66.0327291886196,7.2181875658588,26.7272602739726,45.8510093035277,56.765,0.551400006,0.206360770853813,Liberia,Sub-Saharan Africa ,Low income
LBY,12628.896152656,11.8707565226151,2.65020576131657,18.66,9.51658544855648,63.7168431505522,27.1440465349093,2.51001097978428,80.9742943873926,,88.135773324416,71.439,3.91779995,9.85289132685578,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income
LKA,2268.6880127005,6.24174804376447,11.6396860971118,7.67,26.8274555178569,32.3368729874893,41.267099970564,11.8194768226447,30.1880884644457,57.9924347129097,15.167273918248,73.073,1.792000055,0.713777502007764,Sri Lanka,South Asia,Lower middle income
LSO,853.960500629797,3.46612222755311,3.43788423057443,16.031,,,,5.67113040473066,33.7701071067011,48.8777892583314,22.5317981562788,43.611,2.580199957,0.208850039629794,Lesotho,Sub-Saharan Africa ,Lower middle income
LTU,9692.86853763267,7.7314467577492,2.65848484065262,8.325,24.4085431146972,55.1137769337009,62.3359142314849,4.32727074499656,29.7236068505939,56.5173523499693,66.5784912109375,71.2536585365854,36.22,4.20098792244941,Lithuania,Europe & Central Asia,High income
LUX,101222.044353044,2.48287498468387,2.48769665164088,4.488,21.5102572947922,153.824409812811,130.253067056667,0.35650094088746,14.4661273579401,73.9922867769233,86.3735649102561,79.4317073170732,70.0,26.0434089062211,Luxembourg,Europe & Central Asia,High income
LVA,10106.2626157732,11.6153178557457,6.74845027893124,10.033,36.383829405761,44.80522716711,59.7119294358084,3.86773701723693,21.0400390822509,63.5485658100672,67.8953910570353,71.3560975609756,46.0,3.58674450006454,Latvia,Europe & Central Asia,High income
MAC,49470.940295748,8.07794929953978,4.39589284335674,4.158,25.5371349381512,84.3863881332444,51.985833803829,,10.9716162808602,82.4400759636606,100.0,81.3414634146341,34.86289978,4.32397043294615,"Macao SAR, China",East Asia & Pacific,High income
MAR,2342.15478515625,3.19224973015831,0.982641660015951,11.01,27.4168142643006,27.9958996339897,33.4979280523338,10.6988804483578,23.6812068826614,47.3638124036934,55.4397798676399,68.748,15.0844445240204,1.47108136782011,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
MDA,1919.44550763748,7.5000001493726,11.9591837222127,5.633,30.8255630510995,51.1635849357272,91.8599835334112,16.3997954955912,19.1675900350579,50.4115505152449,39.3704032897949,68.197,14.6302704551796,2.88374636766892,Moldova,Europe & Central Asia,Upper middle income
MDG,450.955230911228,4.75584509499119,18.3638246468932,2.62,19.3271126967742,24.3193861068762,34.8106988288915,30.7627339341287,,51.4124515283538,26.4743019495822,60.664,0.567700028,0.093326061823388,Madagascar,Sub-Saharan Africa ,Low income
MDV,7141.88377049891,-11.1773097061784,1.30027500930997,7.313,,,,7.72803149548683,11.7319295235534,69.5749976187982,34.0715178283824,74.785,6.86960506696215,2.23477542921851,Maldives,South Asia,Upper middle income
MEX,9491.51730225718,2.11324712586392,3.98805714597437,3.558,21.5221459698375,25.4870738285114,27.0755708232772,2.94567227515179,33.0531376314209,60.0439876595723,76.4748624380269,73.627,17.20999908,4.22758379844974,Mexico,Latin America & Caribbean ,Upper middle income
MHL,3284.78403267445,1.79104477611941,,,18.0334057971014,32.7365217391304,91.9644927536232,7.12086956521739,8.12275362318841,78.6161594202899,70.6234401061174,64.112,3.8787023977433,0.0019265595499556,Marshall Islands,East Asia & Pacific,Upper middle income
MKD,3657.56307699216,4.72408864201974,0.525515950714247,37.32,19.845548830107,34.8076006574873,51.0334028212302,9.73619454882038,20.3620070871171,55.766792998473,57.8614206464767,73.6975609756098,26.45000076,4.81870814279944,North Macedonia,Europe & Central Asia,Upper middle income
MLI,794.373328211361,2.53837834867178,6.39788293897883,1.367,16.4623142097926,19.0305416439985,25.8818668637566,24.2687063406071,20.6177348469944,46.3414087058786,20.8706715422205,53.792,0.507099986,0.0697854076555803,Mali,Sub-Saharan Africa ,Low income
MLT,18123.2685184554,2.88123523900146,3.00796652450313,6.923,26.7956404943751,74.2235622184376,83.3249356242832,1.7875545637088,20.7396104779478,64.2901080746269,93.6985189936163,79.3,41.24,6.52471064843475,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income
MMR,522.099544791815,13.5689500216456,9.36861814196704,0.672,,,,46.687240402588,17.512204636055,,28.390792243762,61.72,0.065200001,0.236985402005318,Myanmar,East Asia & Pacific,Lower middle income
MNE,4967.68527082416,4.18060450885471,,30.31,17.7265048810079,43.549124680302,61.0760145763567,8.75765980493599,17.341544930727,57.6489509056228,62.6763680644251,73.9829268292683,27.10000038,,Montenegro,Europe & Central Asia,Upper middle income
MNG,2060.26168223171,7.25366543796015,12.7165674066053,7.015,37.528559156119,58.7693837934602,63.6120760963127,19.7979604915498,32.496500599666,37.4557419626278,62.3122627023789,65.2807317073171,9.0,4.38774218806367,Mongolia,East Asia & Pacific,Upper middle income
MOZ,391.699758163976,6.31202378023193,6.42755278070087,3.035,25.3698573633999,27.8677637269046,44.1414972511937,22.9214059867823,18.6061383452371,47.8301891535813,30.0098613217248,52.322,0.854399979,0.131290646947492,Mozambique,Sub-Saharan Africa ,Low income
MRT,1418.53202144135,8.56628732009419,12.1256487185541,9.59,48.9053399953357,26.7532470536875,61.4818525059617,20.0701967217813,33.1903258148872,40.6837476533578,40.407151934074,63.92,0.670000017,0.523398815743406,Mauritania,Sub-Saharan Africa ,Lower middle income
MUS,6556.38819193225,1.77754302034454,4.93717004981795,9.524,22.3668917324186,58.2403213454801,63.368422651356,4.91181106695197,23.0539698198427,58.7567132591815,41.1419874152917,72.4321951219512,15.1722002,2.42563834516313,Mauritius,Sub-Saharan Africa ,Upper middle income
MWI,410.267979592536,3.26872602317066,15.4103446604296,4.935,,,,27.3766782308788,17.5211453129149,47.8108177015335,15.1041793656241,52.469,0.384499997,0.277904313470894,Malawi,Sub-Saharan Africa ,Low income
MYS,7234.02442689141,5.33213916141486,2.97507092684449,3.53,22.3964178094036,112.898976779781,90.9556678158424,8.26229170422644,46.3683224854575,44.1971529384927,67.0159820173565,74.37,48.6291702459839,7.01024161142768,Malaysia,East Asia & Pacific,Upper middle income
NAM,3627.75059772278,2.52926265819022,2.28194607024307,22.108,19.669813393528,40.4085763351911,40.2718039587905,10.3684887476335,24.7834954243766,56.489272532684,36.5870014553064,52.557,4.010000229,1.30663252282386,Namibia,Sub-Saharan Africa ,Lower middle income
NCL,,,,15.778,29.8467414376013,21.4671958558995,40.4431311456263,1.54869248531073,24.4990237729309,66.0129534102757,63.918391040144,74.867,32.3590147531561,11.0495496785757,New Caledonia,East Asia & Pacific,High income
NER,407.190931059924,7.33186884258517,7.7974978178644,3.1,19.3354300345284,14.411416011146,23.9363257959276,39.2805201285945,16.3274879150549,37.9194605692429,16.2687225341797,53.32,0.221300006,0.0580683956722907,Niger,Sub-Saharan Africa ,Low income
NGA,1889.25175325818,6.43851652538348,17.8634933661605,3.727,,,,26.0892828250796,28.2015834476344,44.6842057357904,47.5656414756863,49.538,3.54915571796492,0.710050686175941,Nigeria,Sub-Saharan Africa ,Lower middle income
NIC,1601.48770707458,4.28239833770654,9.59909986064425,5.37,25.8852137273664,24.3821308946094,47.2635928126897,16.137898065388,20.9665631875219,49.8576240795747,55.9375480421093,70.374,2.566400051,0.825573439683421,Nicaragua,Latin America & Caribbean ,Lower middle income
NLD,42411.3453838518,2.03396336199143,1.6881301786962,5.872,20.3913422355285,65.5858924432585,56.6699570799932,1.87119658954082,20.2797936079201,66.8422156413956,83.5048949725161,79.3463414634146,81.0,11.1632826932179,Netherlands,Europe & Central Asia,High income
NOR,73524.2549197612,2.68512290339085,1.53213367609249,4.381,22.4223186651023,43.4420594110174,27.0273910798849,1.35951412016903,38.3804105782717,49.5249211707144,77.8260148882032,80.0414634146342,81.99,9.3683698473663,Norway,Europe & Central Asia,High income
NPL,603.190108570995,3.47918104829496,6.83633265892877,10.59,26.4511581033301,14.5836867929394,29.4792606869219,33.824896676688,16.4670892346949,45.8341533596194,45.5065633424317,65.275,0.82655126590551,0.124510356693779,Nepal,South Asia,Lower middle income
NZL,35126.3341641095,3.35292760405062,3.03702332617012,3.807,25.4208681883182,28.2851654320382,29.7335780086782,4.51769702400314,23.9417689045459,64.3076772003903,85.9299325780946,79.8512195121951,62.72019958,8.75495294999879,New Zealand,East Asia & Pacific,High income
OMN,19629.0451546015,2.77944360306151,1.90983553531865,4.589,28.4118543259793,55.2943072280332,31.4669948140986,1.41513580029885,60.285371070288,40.2771673844892,71.8577803438712,75.07,6.683599949,13.4330730684827,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income
PAK,1201.23359367214,7.2765744364722,9.06332737030417,0.583,16.2664437881869,12.2518417522088,17.6266523028659,21.5745096992331,19.9330293059047,53.756287210192,33.9190062789495,62.416,6.332300186,0.763286111855279,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
PAN,7935.87134515908,8.27618322400723,2.85588324760959,5.967,27.0343389822576,68.2355957470283,70.9755690104903,5.72339050573482,16.9418882346097,73.0155449639046,64.0721934428526,75.16,11.48400021,2.1436596030336,Panama,Latin America & Caribbean ,High income
PER,3835.13219279722,6.28506032509601,1.61630193862544,4.87,17.2838176822241,26.8487611117093,20.5085563651301,6.85426462318893,34.3566674243965,49.8362904737407,74.8162354830832,71.988,17.10000038,1.13303782972815,Peru,Latin America & Caribbean ,Upper middle income
PHL,2037.8776605946,4.94250511877678,6.51685393258433,3.795,18.5665300720434,41.2300392158954,42.6156353549097,13.517547003593,33.8136763053241,52.6687766910829,41.3297701258519,68.423,5.397600174,0.896249932483837,Philippines,East Asia & Pacific,Lower middle income
PLW,13992.4700518965,2.88482726313062,3.9514623522091,,42.5713470915388,42.811975998143,75.8722367360736,4.08337291692719,13.4058206780497,72.0005230899413,77.574268209537,66.219,,87.552348756244,Palau,East Asia & Pacific,High income
POL,8598.57681241557,3.26082274679216,2.18379872390251,17.592,20.1073600639489,34.5254622754817,35.7860168147767,2.96760371813755,29.058898029081,55.8857255613399,61.5497010774856,74.9951219512195,38.81,8.30851048638369,Poland,Europe & Central Asia,High income
PRI,29815.216422231,-1.98693871772703,,11.35,14.5964259942695,67.3819013968444,46.3628933315502,0.594971397399844,47.2323566719793,52.0048766577424,94.058055748557,76.703,23.4000504486583,6.88558163293611,Puerto Rico (US),Latin America & Caribbean ,High income
PRT,19251.71450683,0.781847569123585,2.27716394887834,7.582,23.3586139281485,27.0841675459537,35.8603370144983,2.30349335448735,21.3833086063294,62.9727336595912,58.2450763389585,78.0707317073171,34.99,6.4581042393222,Portugal,Europe & Central Asia,High income
PRY,4193.28086525675,2.13349066459601,6.80738203116377,4.825,20.9031844113431,47.5935921119847,37.428371542061,12.7139528266327,39.2893886541103,41.7986259493051,58.894079141979,71.317,7.90700786141285,0.701070483877214,Paraguay,Latin America & Caribbean ,Upper middle income
PSE,2632.24627423958,11.2906511829271,4.10725070715931,20.016,24.2171800924752,14.1112433423727,69.725110716585,8.98999161090193,20.9844509042667,57.3170493786215,80.5172240645229,72.004,16.00499916,,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
PYF,21661.4244664054,0.309973476180005,,11.722,24.8555430885454,20.4602519635541,38.4154876814163,3.05963576025818,11.3765528432702,75.3966397549806,56.8472850820701,79.951,21.5421854743002,3.62726246305495,French Polynesia,East Asia & Pacific,High income
QAT,60416.7101500199,7.49275848279068,8.81439532334683,0.87,34.3078887785256,65.0850448205021,29.660499349131,0.133258478262211,,,97.3016654918171,76.909,24.73349953,52.7739009071877,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income
ROU,6328.09022324183,4.6681480508487,9.01491283343835,7.174,22.9306854622381,24.5352206061523,34.8253288429032,8.48610428920676,32.2658742760889,47.9286025784533,53.074507031037,71.9121951219512,21.5,4.90116528457151,Romania,Europe & Central Asia,High income
RUS,7323.38525390625,6.39996544799469,12.6853039507349,7.124,20.0774969178103,35.2030659651181,21.5101825254241,4.25591600597494,32.6292320732921,48.8060444911754,73.1613922119141,65.529756097561,15.22669983,12.1189832296134,Russian Federation,Europe & Central Asia,High income
RWA,446.029809636404,9.3778991673686,9.01408918092339,11.842,15.1471395794747,10.6879847934518,23.5285535484134,33.7756165293022,14.9498202744611,42.5382621808924,16.9072114459454,56.968,0.555999994,0.0819369049386119,Rwanda,Sub-Saharan Africa ,Low income
SAU,21838.1915349374,5.94489623934835,0.479231671630955,6.051,20.1748334986768,57.050742989557,24.9033329514589,3.1854016709851,61.7372362527229,34.2555195076907,80.9775503092999,74.4,12.7050359882849,16.8475463633317,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income
SDN,1290.24438476563,5.64351551343631,8.50585075933117,15.545,21.2067763046123,14.458821843369,21.4127695588256,33.199920468691,21.9763462611458,17.9950722184399,32.4603150404146,57.226,,0.347656760296796,Sudan,Sub-Saharan Africa ,Low income
SEN,1119.0505307548,4.31023852639633,1.71133325855502,2.679,24.5728792485602,19.8066375707013,35.0966059982472,15.1803964143562,23.6818582271971,49.6862123536231,41.9057599695838,60.98,4.78668408310535,0.511647396744881,Senegal,Sub-Saharan Africa ,Lower middle income
SGP,41798.4880834671,7.36632239250758,0.425106276569107,5.59,21.506936250429,225.159667736916,195.270845183643,0.0550481142142599,31.4076522049802,64.0731843759255,100.0,79.990243902439,61.0,9.78289459186893,Singapore,East Asia & Pacific,High income
SLB,1755.74082446273,7.35907917681935,7.33066341633299,1.879,12.6024533088224,27.2985770339618,39.2724995295639,31.2455081849074,8.5987215506694,45.2170056105181,17.6001415877737,67.79,0.844299972,0.618738097209572,Solomon Islands,East Asia & Pacific,Lower middle income
SLE,842.906030904902,4.3534998069981,,3.734,11.4096079062413,17.8261820142691,29.7218019749559,50.1028757149925,11.4194355058338,36.9336543211186,36.8485519672439,48.306,0.215399995,0.103149710490117,Sierra Leone,Sub-Saharan Africa ,Low income
SLV,3163.36118376833,2.68083009363194,4.69094870903769,7.22,18.6047081235542,25.2665668798476,44.4492447952102,6.17165600762008,24.4712886106953,60.5376922030208,61.0308213239291,69.336,4.199999809,1.17101134978182,El Salvador,Latin America & Caribbean ,Upper middle income
SRB,4809.1384076488,5.90349622935489,16.1199806482826,20.85,21.7943857064162,27.6041047547358,44.3884440972659,6.16013694013165,28.929036607637,47.9964379991408,57.7508909888183,72.8341463414634,26.29999924,,Serbia,Europe & Central Asia,Upper middle income
SUR,7261.8171350196,4.50000021086888,9.89800489561465,9.302,,,,4.91937130026536,33.8436415595019,41.3553786487038,66.7321826490881,66.997,6.40308628759062,3.25198868505121,Suriname,Latin America & Caribbean ,Upper middle income
SVK,11412.1593630008,6.48493222274386,2.70908494588384,16.276,30.5761492545056,72.6301406940614,76.0753204676849,1.47125970663954,32.0563158138445,54.8097720625407,55.4189847597721,73.9048780487805,55.19,7.86263120934737,Slovak Republic,Europe & Central Asia,High income
SVN,19102.2776603905,3.8541277114569,2.45150132316475,6.506,28.6986499842107,60.2413029718392,60.8859812460752,2.42413132120213,29.8114014464119,55.5385754578261,50.648781400021,77.6121951219512,46.81,8.81606059363931,Slovenia,Europe & Central Asia,High income
SWE,46189.6828420555,2.79313782840156,0.453170852576138,7.81,21.277313898577,45.3316169745966,38.8363060434344,1.1603186332537,24.5818510778658,62.7686123629074,84.3499984741211,80.5463414634146,84.83,6.03944461597958,Sweden,Europe & Central Asia,High income
SWZ,2658.75180508187,5.99228289096037,4.77400404553712,27.221,,,,9.04728048608606,41.0212746530708,45.8925845414106,22.2102447619336,43.958,3.697000027,0.918331600282478,Eswatini,Sub-Saharan Africa ,Lower middle income
SYC,11297.3118190493,9.0057617374238,0.907187718073944,,23.8691409523337,77.107535101306,93.9942008534583,3.03800915305174,23.5711088030511,57.1255555460939,42.8510349075107,72.1317073170732,25.4132681462836,11.6379830553477,Seychelles,Sub-Saharan Africa ,High income
SYR,1411.63184941498,6.21507783539282,7.24034939348535,8.81,,41.0423794407735,39.090623045887,20.2931020061894,31.1872111563835,48.5196868374271,53.8227202374695,72.797,5.648099899,3.12583265383377,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income
TCD,952.871910097036,17.3325337353466,7.89036567462993,0.663,19.1098438642877,44.5923490073183,32.9851446424786,29.2819873014385,39.9644961738127,29.1810706375521,21.7519046977973,48.86,0.399257700084004,0.04656232729143,Chad,Sub-Saharan Africa ,Low income
TGO,630.248678309054,-4.66629938413338,6.78292893028314,4.149,25.1114080668295,25.1826385889901,36.271641423858,17.3325641240129,24.4297143100711,51.4590483352783,35.3487650305291,55.931,1.799999952,0.22434264883446,Togo,Sub-Saharan Africa ,Low income
THA,4372.25730206261,4.18763842884337,4.54036919634535,1.35,30.4207508630674,68.402716900887,69.4511499313604,9.19435528237181,38.5052107116361,52.3004340059921,38.1301594392881,72.894,15.0260043588909,3.47218658348054,Thailand,East Asia & Pacific,Upper middle income
TJK,618.333702588577,6.69999851655409,7.09193244083773,3.45,11.6476563150445,54.2419448838565,72.7527544195598,21.1916853994949,27.3665806344184,40.6321982627036,26.5324878262051,66.531,0.298690023682825,0.460827296988181,Tajikistan,Europe & Central Asia,Lower middle income
TKM,2622.61796328876,13.034034870022,,7.495,22.9195946475561,30.6869716141313,23.2853703600022,18.5319970886289,37.0639941772577,42.9404848552713,46.7728683922582,66.275,0.997300029,10.4702314233025,Turkmenistan,Europe & Central Asia,Upper middle income
TLS,964.026656178075,2.9845905125044,1.11167400387198,3.611,15.7907893078582,7.13646931650045,67.5348000043539,28.912519189315,5.29247593737281,63.1631179960321,26.3097308948751,61.272,0.0990317678179026,0.368655430549683,Timor-Leste,East Asia & Pacific,Lower middle income
TON,3880.07037654517,-0.657650703495165,8.66569221131751,2.542,21.9887117022834,17.8418396894625,58.3662097499947,17.7608711887512,16.6647322768346,51.3193096967317,23.1473956500293,70.56,4.907800198,1.1469561185188,Tonga,East Asia & Pacific,Upper middle income
TTO,15075.4179709902,6.20893787954175,6.87453459583516,7.95,11.363899726627,,,0.483999190377517,59.6470153480265,39.7489177075892,55.3898955519853,70.185,28.97669983,27.0529643242842,Trinidad and Tobago,Latin America & Caribbean ,High income
TUN,3301.93817216029,3.4865455430439,2.01778641357144,12.872,21.6794440065917,44.9322920398366,45.3189558405579,9.16983114804996,26.4335697738291,56.3292015953763,65.2340901739004,73.712,9.655099869,2.28632090263617,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income
TUR,7623.14640948457,9.11157745861635,8.17916036802008,10.636,27.5674708715615,22.118798245903,24.1900326387181,9.1349746278064,25.2941440738888,53.0676190740982,63.3302470273874,73.51,15.46,3.5495611200862,Turkiye,Europe & Central Asia,Upper middle income
TZA,680.051208496094,7.47631925974784,5.03457009267163,3.193,27.3958979170045,16.9833670564514,19.97590623295,24.6488410843814,22.9395155844488,45.078966625744,24.7061884538741,57.675,1.100000024,0.157543974954262,Tanzania,Sub-Saharan Africa ,Lower middle income
UGA,604.404813057618,6.33256511623156,8.44872642299532,1.9,22.355145856388,14.1796999798574,24.8145855040487,25.0749361336647,23.5101064935397,45.3122507865985,13.7907239496723,54.926,1.742200017,0.0794505968164188,Uganda,Sub-Saharan Africa ,Low income
UKR,2122.6015625,3.07123039245209,13.5695764909248,7.18,22.5065325534357,47.7297326846335,46.9178374241513,8.87530749467009,30.1861914393484,49.3819493795441,67.8136046317755,67.517,3.749799967,7.50423510865356,Ukraine,Europe & Central Asia,Upper middle income
URY,11131.3984890038,7.4601321302473,4.6992773903564,12.009,17.6988581639875,30.4040198202399,28.4736765053376,8.74583674336276,23.7753368710773,56.7126964200122,92.0812710048572,75.829,20.0881895579305,1.69451857722282,Uruguay,Latin America & Caribbean ,High income
USA,52393.4513113092,3.48354993555606,3.3927468454955,5.084,23.3757146806707,9.98205473154167,15.65649830011,1.1505065593333,21.206269818199,74.0256826905582,80.1961581748464,77.4878048780488,67.9681015,19.9249914215479,United States,North America,High income
UZB,1549.04577531643,6.95000719569097,,7.092,28.0,37.8090294786289,31.7162289460794,26.3310599495083,26.0120326061017,37.0429682103068,51.0781236333777,67.481,3.34350988825952,4.76265580553155,Uzbekistan,Europe & Central Asia,Lower middle income
VCT,6244.35953746008,2.48855733938132,3.7334291646702,19.461,,,,6.59730508835995,15.803460598478,66.6896146218751,45.4681221654846,70.454,9.19827808234299,0.589595375722543,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income
VEN,3884.70081071301,10.3179138043147,,10.663,23.0040335685058,39.6586527436252,20.468677012517,3.69518323245945,53.0883974696502,35.0708629047267,88.638673298371,73.075,12.5529979098299,5.82165836799224,"Venezuela, RB",Latin America & Caribbean ,Not classified
VIR,46021.5905731819,3.4853090172239,,10.228,,262.691960252936,240.514905149051,,,,93.9100783822029,77.4219512195122,27.3443196733265,0.0018441168063585,Virgin Islands (U.S.),Latin America & Caribbean ,High income
VNM,1609.96268313651,7.54724772895918,8.28457243128677,2.078,33.7574028912441,63.6994926701393,67.0153533748869,19.2999788840494,38.1311399002846,42.5688812156661,27.4285898187702,73.198,12.7399292907031,1.23999989986226,Viet Nam,East Asia & Pacific,Lower middle income
VUT,2626.85057870874,5.30532647259227,1.19920053297801,8.121,24.1193102808937,45.3833317882637,54.7904885510337,22.2744970798183,7.84740891814221,62.2740335589135,23.0020186653551,69.166,5.082300186,0.423230214461947,Vanuatu,East Asia & Pacific,Lower middle income
WSM,3755.78242822467,6.63920361300734,1.85676392572949,5.212,,28.535554984814,47.6891892822578,12.4865750417539,31.5654807150702,57.3038776007507,21.2352904191687,71.487,3.35259211246829,1.16484292269679,Samoa,East Asia & Pacific,Upper middle income
YEM,2237.63762643152,5.59174807563268,11.8112639374949,12.213,,40.8968195397165,35.8764661379255,11.0932421339435,51.5233832621526,33.3833746039038,28.8523786558834,65.356,1.048599958,0.966350059686043,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income
ZAF,5406.07581377638,5.27705197295467,2.06285308223427,22.472,16.8318153447643,23.5997644915436,23.8280169054893,2.08511798972012,26.0150792659507,62.6447743317012,59.8241758378997,53.914,7.48854252992921,8.81501533854301,South Africa,Sub-Saharan Africa ,Upper middle income
ZMB,929.079255855905,7.23559900655543,18.324439701174,15.9,,30.6107123143813,31.5895698769828,14.5885513717285,26.8496240283076,48.9576146258726,37.2969823813059,51.615,1.299999952,0.211070757215382,Zambia,Sub-Saharan Africa ,Lower middle income
ZWE,1088.63148420699,-5.71112541241364,,4.632,1.52390049060044,33.5475187774063,42.4955498632397,17.1493075153041,26.4793991229974,48.6823253592671,32.6482709722903,46.57,2.400000095,0.922182297304139,Zimbabwe,Sub-Saharan Africa ,Lower middle income
